full_path,marginal_labels
./PNGImages/000635.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000636.png,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
./PNGImages/000639.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000642.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/000645.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000648.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000653.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000654.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000655.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000656.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000658.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000660.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
./PNGImages/000661.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000662.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000663.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000665.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000669.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
./PNGImages/000671.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000672.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000674.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000675.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000678.png,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
./PNGImages/000679.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000681.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000682.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
./PNGImages/000686.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000687.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000688.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000691.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000692.png,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000695.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000696.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000701.png,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
./PNGImages/000705.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000708.png,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
./PNGImages/000714.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000715.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000719.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000721.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000722.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000723.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000725.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000726.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000727.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000731.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000732.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000735.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000736.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000738.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000739.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/000740.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000741.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000744.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000747.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000750.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000751.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000752.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000754.png,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000755.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000760.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000764.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000765.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
./PNGImages/000766.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000767.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000770.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000771.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000773.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000774.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000777.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000779.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000780.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000781.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000785.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000786.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000788.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000789.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/000790.png,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000792.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000793.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000795.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000797.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000798.png,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000800.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000802.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000803.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000806.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000809.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000811.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000813.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000815.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000818.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000819.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000822.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000823.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
./PNGImages/000826.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000827.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000828.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000830.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000831.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000832.png,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000835.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000838.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000839.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000841.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000844.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000845.png,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000846.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000852.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000853.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000855.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000857.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000858.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000859.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000864.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000865.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000867.png,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000868.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000870.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000871.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000874.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000875.png,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000876.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000878.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000880.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/000882.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000883.png,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000884.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000885.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/000886.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000891.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000892.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000893.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000894.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000895.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000898.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000899.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000901.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000902.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
./PNGImages/000904.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000910.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000911.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000912.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000913.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000914.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000915.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000916.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000917.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000918.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000920.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000925.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000927.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000928.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000930.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000931.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000932.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000933.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000934.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000939.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000940.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000943.png,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
./PNGImages/000946.png,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000948.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000951.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000953.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000957.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000958.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000959.png,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000963.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000964.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000966.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000967.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000970.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000971.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000973.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000975.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000976.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000982.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000985.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000988.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000989.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000990.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000991.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000995.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001000.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/001001.png,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001007.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/001008.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/001009.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001011.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/001012.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/001013.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001019.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/001021.png,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/001023.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001024.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/001027.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/001028.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/001029.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/001030.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001033.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001034.png,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001041.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001042.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001043.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/001044.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/001046.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/001047.png,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001050.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001052.png,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001054.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001057.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001060.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001063.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001064.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/001065.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/001066.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/001069.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001071.png,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001072.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/001075.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001076.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001081.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001082.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/001085.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/001090.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/001091.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/001092.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001093.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/001095.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/001096.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/001097.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001101.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001102.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001107.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001108.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/001111.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/001112.png,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001117.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001126.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/001127.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001128.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/001130.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/001132.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/001133.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001135.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001137.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001139.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001140.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/001142.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/001143.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/001144.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]"
./PNGImages/001150.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/001151.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/001154.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001157.png,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
./PNGImages/001160.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001161.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/001162.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/001164.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/001165.png,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001167.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001170.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001172.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001174.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/001177.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001178.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/001179.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/001180.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/001184.png,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/001186.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/001187.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/001189.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001190.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/001192.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/001194.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/001195.png,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/001197.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/001200.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001201.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001203.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001205.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/001206.png,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/001208.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001209.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001210.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/001212.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/001213.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001214.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/001215.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/001218.png,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001220.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/001222.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/001224.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001231.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/001232.png,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001233.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/001235.png,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/001237.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001238.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/001244.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
./PNGImages/001248.png,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001249.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/001251.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/001252.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/001255.png,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
./PNGImages/001257.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001258.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/001259.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/001260.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/001264.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
